Date,PM10 (ug/m3),NOx (ppb),SO2 (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
05-02-2021,102.05,31.74,6.3,75.56,0.62,189.7,89.45,1000.17,-0.01,28.47,0.01
06-02-2021,43.58,16.97,5.68,91.32,0.78,143.32,147.9,1000.38,0,28.73,0.04
07-02-2021,47.09,22.12,7.09,99.23,0.73,187.91,118.89,999.69,0.02,28.19,0.06
08-02-2021,65.84,23.46,9.58,98.16,0.74,218.78,134.73,996.86,0.04,29.9,0.06
09-02-2021,34.91,33.89,5.69,94.81,0.57,196.27,133.72,999.92,0.04,28.31,0.05
10-02-2021,29.82,25.8,8.42,98.2,0.57,134.5,164.57,1000.51,0.01,29.62,0.06
11-02-2021,145.87,68.9,15.59,66.13,0.79,286.98,150.68,1000.07,0.05,26.32,0
12-02-2021,196.19,173.22,25.21,77.73,0.49,249.02,130.44,999.68,0.05,23.12,0.02
13-02-2021,155.64,78.57,12.04,70.46,0.26,201.13,63.38,998.19,0.03,23.27,0
14-02-2021,121.13,50.53,8.43,79.28,0.33,207.62,55.86,999.74,0.04,23.1,0.02
15-02-2021,119.58,83.45,10.15,70.39,0.29,209.16,63.94,998.74,0.04,24,0
16-02-2021,153.8,62.11,13.64,66.32,0.25,241.37,61.58,998.98,0.04,24.37,0
17-02-2021,242.67,77.69,16.99,71.61,0.48,273.33,53.21,998.73,0.05,22.51,0.01
18-02-2021,193.49,124.01,11.88,57.05,0.28,244.78,62.2,996.71,0.03,23.62,0
19-02-2021,224.22,128.16,11.9,54.49,0.32,203.93,60.72,996.85,0.03,24.67,0
20-02-2021,245.54,84.62,11.56,57.89,0.32,233.77,43.8,998.52,0.04,23.22,0
21-02-2021,195.03,114.28,15.38,50.59,0.32,201.55,62.27,998.57,0.04,23.54,0
22-02-2021,216.45,98.67,16.17,50.6,0.29,218.17,61.16,998,0.03,24.47,0
23-02-2021,168.75,42.28,16.37,59.28,0.25,227.61,62.58,999.04,0.04,24.85,0
24-02-2021,176.29,103.96,12.65,67.22,0.38,268.48,64.98,998.12,0.04,24.98,0
25-02-2021,163.9,68.51,16.13,52.77,0.4,249.95,67.61,999.09,0.04,26.8,0
26-02-2021,141.45,67.95,12.68,60.73,0.27,205.76,66.86,999.42,0.04,26.97,0
27-02-2021,152.16,76.64,15.15,46.63,0.43,241.14,76.54,998.97,0.04,28.41,0
28-02-2021,120.13,39.23,11.4,60.46,0.35,223.99,66.98,999.94,0.03,28.07,0
01-03-2021,346.3,194.97,8.03,65.93,0.21,193.45,49.29,995.1,0.04,19.06,0
02-03-2021,267.98,183.56,15.6,52.53,0.36,219.91,54.67,996.56,0.05,18.35,0
03-03-2021,104.12,50.54,12.84,46.96,0.54,191.51,71.6,999.09,0.05,26.65,0
04-03-2021,148.3,26.73,3.24,71.05,0.54,221.02,96.4,999.59,0.01,29.99,0
05-03-2021,50.78,26.76,8.54,65.18,0.54,228.32,99.48,1000.16,0.01,28.08,0
06-03-2021,46.23,16.36,9.22,84.25,0.62,159.58,175.69,1000.43,-0.01,30.66,0.03
07-03-2021,49.28,21.92,8.76,99.22,0.67,164.47,107.13,999.69,0.03,28.97,0.06
08-03-2021,64.13,32.66,5.86,98.47,0.53,222.15,104.5,997.5,0.04,28.13,0.06
09-03-2021,40.02,33.84,5.36,92.87,0.66,169.18,143.64,998.74,0.04,30.29,0.05
10-03-2021,36.25,27.39,11.08,98.46,0.49,168.47,135.66,1000.52,0.01,29.24,0.06
11-03-2021,135.65,57.43,18.86,66.66,0.87,277.19,156.25,1000.15,0.04,26.22,0
12-03-2021,188.32,155.05,16.19,80.08,0.39,237.55,101,999.67,0.04,23.53,0.02
13-03-2021,155.63,47.11,11.06,71.34,0.79,276.59,69.82,999.33,0.04,25.9,0.01
14-03-2021,108.47,53.67,11.06,54.64,0.35,237.39,80.96,999.37,0.04,26.42,0
15-03-2021,114.43,42.46,24.26,55.26,0.33,276.97,77.65,999.55,0.03,27.84,0
16-03-2021,142.53,71.51,10.62,54.66,0.43,272.65,82.13,998.39,0.04,28.39,0
17-03-2021,186.15,58.4,17.17,47.67,0.3,236.5,82.35,998.4,0.04,29.48,0
18-03-2021,177.47,70.37,12.11,49.74,0.44,246.41,83.35,998.61,0.04,29.03,0
19-03-2021,212.81,99.72,12.71,46.84,0.28,228.76,86.11,998.28,0.04,29.46,0
20-03-2021,273.35,68.61,15.89,47.04,0.31,224.52,76.4,998.42,0.04,30.34,0
21-03-2021,215.68,46.11,13.96,60.4,0.32,191.1,77.44,999.74,0.03,30.13,0
22-03-2021,195.09,56.01,11.48,56.18,0.32,215.28,82.06,999.13,0.03,30.78,0
23-03-2021,188.84,46.6,16.51,50.91,0.25,199.73,81.84,999.65,0.03,30.95,0
24-03-2021,161.24,40.88,10.79,56.07,0.34,229.04,87.28,999.31,0.04,30.67,0
25-03-2021,184.13,52.35,13.42,35.47,0.4,213.37,92.33,999.08,0.05,31.25,0
26-03-2021,170.95,44.17,16.54,33.91,0.31,207,83.45,999.33,0.03,30.76,0
27-03-2021,195.19,42.25,13.85,37.56,0.38,211.16,98.32,998.95,0.03,30.83,0
28-03-2021,146.51,28.4,10.33,64.51,0.44,199.65,87.21,999.7,0.01,29.39,0
29-03-2021,105.34,25.99,12.3,75.69,0.45,169.21,102.1,997.85,-0.02,29.62,0.01
30-03-2021,113.15,30.43,20.25,75.21,0.41,163.56,112.66,995.26,-0.02,31.13,0.01
31-03-2021,130.25,32.86,16.36,66.88,0.35,218.96,89.81,994.11,0.02,31.32,0
01-04-2021,251.25,132.25,9.98,64.77,0.25,155.27,50.9,995.9,0.05,20.49,0
02-04-2021,259.98,144.18,13.84,51.33,0.31,216.89,56.99,996.16,0.05,19.5,0
03-04-2021,132.92,41.91,20.38,52.13,0.33,223.57,67.8,999.39,0.03,26.81,0
04-04-2021,115.65,27.82,5.49,62.45,0.59,220.91,91.74,1000,0.01,29.4,0
05-04-2021,56.92,29.34,4.64,84.96,0.42,215.6,81.67,999.97,0.02,25.31,0.03
06-04-2021,55.25,17.93,8.63,87.25,1.2,140.04,158.71,1000.43,0,31.17,0.04
07-04-2021,45.89,22.54,4.86,99.34,0.66,154.33,119.07,999.69,0.04,28.01,0.06
08-04-2021,66.35,36.87,7.76,98.4,1.02,301.31,68.88,997.74,0.05,26.99,0.06
09-04-2021,53.34,36.67,5.36,98.22,0.5,220.82,115.44,998.8,0.05,30.09,0.06
10-04-2021,47.26,28.26,16.88,98.35,0.44,186.38,148.64,1000,0.03,29.57,0.06
11-04-2021,198.23,70.67,28.5,73.57,0.58,256.42,142.13,999.99,0.05,25.78,0.01
12-04-2021,160.02,89.85,15.33,94.47,0.57,261.75,37.39,1000.11,0.04,21.65,0.05
13-04-2021,59.07,23.21,5.1,74.34,0.35,182.9,93.77,1000.3,-0.01,30.01,0.01
14-04-2021,59.27,22.58,5.77,73.81,0.39,185.29,100.39,1000.33,-0.02,30.28,0.01
15-04-2021,61.55,23.83,5.27,73.76,0.43,168.29,82.58,1000.31,-0.02,30.11,0.01
16-04-2021,74.75,26.78,5.79,70.32,0.4,183.39,71.47,1000.23,0,29.81,0
17-04-2021,74.43,24.34,4.65,70.06,0.79,177.98,99.68,1000.16,-0.02,28.62,0
18-04-2021,54.81,22.21,6.47,72.03,0.41,183.03,93.24,1000.33,0,28.49,0.01
19-04-2021,76.89,25.98,9.13,58.48,0.38,250.49,103.13,1000.16,0.02,30.45,0
20-04-2021,62.7,20.6,3.95,77.36,0.39,165.72,100.48,1000.29,-0.02,30.47,0.02
21-04-2021,70.2,24.19,4.55,77.39,0.61,175.85,98.62,1000.34,-0.03,30.09,0.02
22-04-2021,83.58,40.78,9.39,78.32,0.38,262.13,70.84,999.62,0.03,27.37,0.02
23-04-2021,145.24,78.39,10.98,55.54,0.49,278.5,99.71,998.4,0.05,30,0
24-04-2021,122.65,32.55,7.8,53.5,0.28,209.22,101.49,999.74,0.02,31.81,0
25-04-2021,142.75,32.89,6.35,61.32,0.42,160.39,95.8,1000.19,-0.02,31.91,0
26-04-2021,92.61,23.14,7.31,64.61,0.4,165.6,93.68,1000.34,-0.02,31.46,0
27-04-2021,103.91,25.79,4.16,75.98,0.4,187.79,96.67,1000.16,-0.01,30.96,0.01
28-04-2021,82.88,21.62,2.43,76.78,0.5,164.74,119.17,1000.29,-0.02,31.1,0.02
29-04-2021,109.19,27.19,4.25,52.97,0.52,185.98,127,1000.15,-0.02,31.87,0
30-04-2021,88.95,22.32,4.92,63.97,0.59,200.32,100.57,1000.26,-0.01,30.15,0
01-05-2021,196.73,103.51,10.36,64.6,0.28,196.85,51.15,996.18,0.05,21.61,0
02-05-2021,240.87,165.82,13.32,52.99,0.21,182.08,56.19,996.89,0.04,20.7,0
03-05-2021,110.95,21.99,10.38,74.05,0.5,202.31,69.38,1000.17,0,27.11,0.01
04-05-2021,86.32,37.9,7.32,60.88,0.36,218.6,93.52,999.9,0.02,27.86,0
05-05-2021,51.44,22.89,6.56,79.89,0.62,198.22,83.76,1000.05,0.01,26.62,0.02
06-05-2021,53.6,17.55,7.46,83.44,1.97,143.35,164.97,1000.32,0,31,0.03
07-05-2021,58.09,20.46,7.55,97.44,0.87,141.98,155.94,999.69,0.02,29.83,0.05
08-05-2021,55.52,39.09,7.34,98.21,0.71,270.58,128.28,996.38,0.04,28.14,0.06
09-05-2021,43.02,30,5.8,93.61,1.13,189.39,209.09,998.61,0.03,30.55,0.05
10-05-2021,40.79,35.88,29.11,98.42,0.47,172.62,114.03,1000.47,0.03,28.96,0.06
11-05-2021,168.37,43.25,22.04,70.72,0.85,286.27,150.95,1000.15,0.05,25.22,0
12-05-2021,71.37,42.28,11.17,98.55,0.59,245.66,36.82,1000.4,-0.01,20.69,0.06
13-05-2021,53.12,32.21,4.28,85.18,0.34,233.49,129.75,998.64,0.03,26.84,0.03
14-05-2021,60.82,23.24,4.77,77.35,0.32,200.57,143.45,998.68,0.02,29.42,0.02
15-05-2021,168.49,19.26,5.44,83.38,0.39,168.66,115.6,999.95,-0.01,30.76,0.03
16-05-2021,31.69,16.93,5.74,82.99,0.46,160.78,159.84,1000.44,-0.02,30.88,0.03
17-05-2021,33.65,16,6.25,79.65,0.37,189.26,325.69,1000.43,-0.01,31.48,0.02
18-05-2021,39.57,16.04,5.97,80.14,0.39,198.85,419.18,999.87,0,31.31,0.02
19-05-2021,38.26,17.52,6.64,80.41,0.27,197.7,281.7,999.77,0.01,30.98,0.02
20-05-2021,39.47,14.39,6.11,78.01,0.42,174.17,131.42,1000,0,31.42,0.02
21-05-2021,35.83,15.91,5.1,74.22,0.4,186.48,283.3,999.85,0.01,31.6,0.01
22-05-2021,64.7,19.85,2.12,78.36,0.36,193.32,252.78,998.93,0.01,31.36,0.02
23-05-2021,58.97,24.96,3.27,72.03,0.42,274.9,159.62,998.97,0.04,32.47,0.01
24-05-2021,48.98,25.08,3.17,91.34,1.15,252.64,123.65,999.43,0.04,28.09,0.04
25-05-2021,34.14,23.26,5.21,97.55,0.99,237.29,89.7,998.01,-0.05,27.21,0.05
26-05-2021,36.45,14.44,5.31,97.96,3.6,144.05,101.29,994.88,-0.09,26.7,0.06
27-05-2021,48.55,15.08,5.02,98.02,2.19,136.68,66.34,997.82,-0.06,26.92,0.06
28-05-2021,53.94,15.62,5.39,89.98,2.22,128.21,167.03,1000.45,-0.07,29.62,0.04
29-05-2021,55.51,16.42,5.05,87.61,1.05,143.41,171.08,1000.29,-0.01,29.94,0.04
30-05-2021,52.84,16.56,4.97,90.56,1.04,133.37,170.19,1000.46,-0.02,30.24,0.04
31-05-2021,40.64,21.6,5.36,98.74,1.08,156.28,41.99,1000.3,0,26.71,0.06
01-06-2021,251.05,148.26,8.78,68.75,0.18,167.11,48.9,994.32,0.04,22.33,0
02-06-2021,220.15,136.14,20.96,54.59,0.53,197.33,53.6,997.61,0.05,21.29,0
03-06-2021,141.35,38.28,13.64,51.6,0.42,242.84,67.54,999.96,0.03,27.93,0
04-06-2021,79.13,26.32,6.05,69.15,0.44,191.9,102.89,1000.17,-0.01,28.66,0
05-06-2021,40.89,22.7,6.71,72.51,0.4,189.57,95.4,1000.2,0.02,28.02,0.01
06-06-2021,53.43,17.91,7.12,84.16,0.9,185.33,172.89,1000.34,0.01,30.77,0.03
07-06-2021,74.77,19.27,6.16,99.11,0.53,159.51,103.11,999.69,0.01,29.91,0.06
08-06-2021,51.72,33.36,11.34,93.81,0.5,180.8,138.95,996.76,0.04,29.15,0.05
09-06-2021,26.34,24.73,5.95,98.48,2.2,149,147.29,999.13,-0.03,28.63,0.06
10-06-2021,48.54,41.43,25.47,98.43,0.57,196.83,106.04,1000.41,0.04,28.68,0.06
11-06-2021,150.62,67.74,20.82,71.32,0.99,288.06,144.92,1000.24,0.06,24.53,0.01
12-06-2021,29.62,37.84,8.97,98.54,0.92,276.06,40.39,1000.46,0.01,21.17,0.06
13-06-2021,36.41,19.76,5.78,96.68,1.64,154.89,126.45,999.6,0.02,28.21,0.05
14-06-2021,35.52,18.28,7.07,98.87,1.42,135.92,121.95,999.09,0,28.08,0.06
15-06-2021,35.64,18.54,6.39,99,1.02,144.75,72.53,998.96,0.02,26.82,0.06
16-06-2021,44.99,20.76,4.96,99.01,0.92,223.45,54.41,999.39,0.04,25.62,0.06
17-06-2021,147.28,21.39,4.71,99.11,1.31,183.27,48.15,999.99,0.03,24.08,0.06
18-06-2021,36.55,19.06,5.52,99.05,1.31,132.33,121.64,1000.28,0,25.53,0.06
19-06-2021,40.63,24.97,9.02,99.22,0.7,177.17,35.23,999.66,0.04,24.63,0.06
20-06-2021,52.17,22.17,9.01,99.31,0.7,175.27,85.95,1000.04,0.04,26.2,0.06
21-06-2021,51.57,21.95,8.97,99.16,0.54,168.31,143.81,1000.08,0.03,27.51,0.06
22-06-2021,44.31,25.39,8.77,99.22,0.71,143.99,99.51,1000.27,0.03,26.46,0.06
23-06-2021,49.87,20.02,8.02,99,0.94,137.13,109.46,999.69,0.01,27.23,0.06
24-06-2021,58.11,18.49,6.34,93.24,0.9,135.95,170.83,999.69,0,29.09,0.05
25-06-2021,64.57,18.8,5.74,94.16,1.25,130.92,139.19,999.69,-0.01,29.5,0.05
26-06-2021,65.17,28.62,6.49,98.3,1.51,133.93,112.4,999.69,-0.02,29.14,0.06
27-06-2021,46.4,19.49,6.38,98.67,1.17,135.58,76.13,999.69,0.01,28.11,0.06
28-06-2021,49.15,18.56,5.79,98.78,0.67,143.45,173.34,999.69,0,29.2,0.06
29-06-2021,40.87,17.39,5.13,99.11,0.61,153.4,151.99,999.69,0,29.58,0.06
30-06-2021,53.69,17.89,7.08,99.23,0.69,148.33,117.66,999.69,0,29.34,0.06
01-07-2021,224.04,115.88,18.54,63.47,0.17,222.6,46.18,995.97,0.04,23.67,0
02-07-2021,118.74,78.43,12.64,58.75,0.62,231.09,60.9,999,0.05,20.2,0
03-07-2021,149.07,27.49,10.34,62.55,0.51,175.34,72.69,999.69,0.01,27.75,0
04-07-2021,89.77,26.1,4.47,76.51,0.84,154.89,99.65,1000.32,-0.06,28.54,0.02
05-07-2021,48.07,22.84,7.29,73.43,0.5,178.5,97.48,1000.23,0.02,28.24,0.01
06-07-2021,42.06,17.8,7.63,88.57,1.26,145.51,148.8,1000.35,-0.01,29.49,0.04
07-07-2021,64.73,24.92,2,99.3,0.6,181.66,96.3,999.69,0.03,28.38,0.06
08-07-2021,58.12,28.39,6.04,98.47,0.68,148.49,71.78,998.61,0.02,28.45,0.06
09-07-2021,26.66,30.24,8.29,98.55,1.71,144.43,96.27,1000.54,0.01,26.4,0.06
10-07-2021,55.44,42.37,5.5,96.98,0.48,189.32,114.9,999.93,0.04,28.83,0.05
11-07-2021,180.02,55.72,20.34,67.73,0.88,299.16,143.71,1000.27,0.05,24.69,0
12-07-2021,63.78,70.19,14.37,98.55,0.93,304.29,71.1,999.89,0.07,21.75,0.06
13-07-2021,29.58,21.29,5.62,98.14,1.45,145.49,138.67,999.4,0,28.52,0.06
14-07-2021,28.2,18.93,5.22,98.28,1.69,137.79,142.58,999.79,0,29.26,0.06
15-07-2021,26.01,17.66,7.7,85.23,0.9,125.43,153.14,999.87,0,31.25,0.03
16-07-2021,31.15,14.94,5.99,93.94,0.66,167.23,149.51,999.69,0.01,30.56,0.05
17-07-2021,31.17,16.73,7.52,97.48,0.66,149.23,147.5,999.72,0,30.19,0.05
18-07-2021,28.84,16.41,6.42,90.47,0.6,186.5,150.87,998.71,0.01,30.82,0.04
19-07-2021,34.52,21.11,5.54,98.03,0.63,166.16,146.09,997.11,0.02,29.92,0.06
20-07-2021,49.36,31.5,5.38,98.39,0.68,235.68,137.64,996.56,0.04,28.33,0.06
21-07-2021,49.17,27.85,7.07,98.13,1.06,176.47,142.55,994.24,0.02,29.25,0.06
22-07-2021,26.92,18.99,4.81,98.37,1.44,174.1,141.9,991.92,-0.03,29.13,0.06
23-07-2021,21.42,15.56,4.89,98.54,1.72,147.47,133.24,991.07,0,27.5,0.06
24-07-2021,23.35,16.94,5.83,98.46,1.24,148.14,130.58,995.1,0.03,27,0.06
25-07-2021,44.01,25.32,5.39,98.07,0.68,180.38,141.4,995.93,0.04,29.04,0.06
26-07-2021,63.14,24.42,4.51,98.37,1.01,264.41,143.48,994.19,0.04,29.43,0.06
27-07-2021,55.26,26.94,3.62,98.45,1.66,311.39,137.68,992,0.04,28.34,0.06
28-07-2021,39.41,25.27,4.63,98.49,2.03,316.42,23.04,990.31,0.04,27.08,0.06
29-07-2021,32.7,19.19,10.7,98.51,1.75,289.96,40.05,989.36,0.04,25.93,0.06
30-07-2021,27.83,19.64,12.3,98.43,0.94,125.67,114.77,993.98,-0.01,27.26,0.06
31-07-2021,42.23,21.79,11.22,97.77,0.64,131.31,113.57,996.86,0.02,28.29,0.05
01-08-2021,123.17,82.31,14.09,55.98,0.36,213.73,49.47,997.51,0.05,23.94,0
02-08-2021,170.99,109.26,14.8,52.86,0.57,262.99,65.47,998.42,0.05,20.05,0
03-08-2021,105.44,23.13,13.89,75.95,0.47,178.08,73.33,1000.18,0,27.22,0.01
04-08-2021,86.02,26.38,3.17,79.95,0.71,154.79,90.15,1000.35,-0.05,28.64,0.02
05-08-2021,57.39,24.79,6.99,70.28,0.42,206.91,99.97,1000.15,0.03,29.66,0
06-08-2021,38.62,17.2,9.08,89.1,1.69,144.86,188.65,1000.45,-0.01,29.58,0.04
07-08-2021,42.91,23.52,3.29,99.19,1.26,147.68,128.88,999.69,0.03,27.11,0.06
08-08-2021,40.69,22.58,6.5,98.34,0.79,164.81,122.08,1000,0.03,27.56,0.06
09-08-2021,27.5,27.32,8.53,98.41,1.15,136.9,148.75,1000.53,0.02,27.88,0.06
10-08-2021,84.06,54.41,8.38,95.75,0.5,237.03,122.74,999.3,0.05,29.06,0.05
11-08-2021,152.15,60.27,20.65,65.78,0.82,298.11,150.41,1000.28,0.05,24.82,0
12-08-2021,101.73,76.84,11.95,98.45,0.51,269.31,140.77,1000.02,0.04,22.69,0.06
13-08-2021,57.67,21.68,1.92,98.49,0.61,156.7,98.3,999.16,0.02,29.12,0.06
14-08-2021,57.98,24.83,4.53,98.45,0.56,161.07,119.87,997.92,0.02,29.14,0.06
15-08-2021,38.37,17.36,6.59,96.02,0.65,142.04,147.84,998.47,0.03,30.13,0.05
16-08-2021,32.16,18.78,4.38,98.42,1.17,146.49,121.37,999.76,0.03,29.17,0.06
17-08-2021,27.07,30.34,7.82,98.48,1.32,140.35,95.8,952.88,0.02,27.85,0.06
18-08-2021,28.74,22.32,5.12,98.53,1.17,135.37,124.89,999.17,-0.01,27.48,0.06
19-08-2021,30.3,24.49,8.28,98.55,1.2,128.18,104.66,999.43,-0.01,26.92,0.06
20-08-2021,31.2,25.92,5.87,98.47,1.28,135.31,82.77,1000.53,0.01,26.49,0.06
21-08-2021,35.14,23.92,9.14,96.52,1.06,133.13,138.19,1000.52,0.01,27.67,0.05
22-08-2021,35.28,19.05,7.14,90.07,0.52,154.57,204.88,1000.54,0,29.43,0.04
23-08-2021,40.89,20.53,7.43,98.14,0.47,180.5,187.96,999.5,0.01,30.12,0.06
24-08-2021,57.46,25.78,7.66,98.15,0.51,221.84,163.1,998.73,0.03,30.23,0.06
25-08-2021,70.3,32.4,4.63,98.3,0.58,197.31,147.14,997.8,0.02,29.82,0.06
26-08-2021,52.64,31.83,10.18,98.4,0.68,195.65,97.26,997.4,0.04,28.01,0.06
27-08-2021,49.52,37.76,5.19,94.68,0.54,221.07,111.71,998.67,0.04,26.07,0.05
28-08-2021,30.78,20.8,6.43,96.32,1.39,153.55,181.63,998.51,0.02,28.39,0.05
29-08-2021,25.94,21.17,4.32,98.5,1.46,143.07,143.31,998.73,0.02,28.36,0.06
30-08-2021,22.77,21.6,4.72,96.5,1.32,144.86,155.91,1000.52,0.02,27.48,0.05
31-08-2021,24.04,20.3,7.3,94.64,0.9,148.17,181.83,1000.5,0.03,27.61,0.05
01-09-2021,127.98,60.59,11,59.72,0.22,222.25,49.02,998.81,0.03,23.46,0
02-09-2021,207.06,193.63,14.44,52.4,0.29,194.69,65.22,996,0.04,20.42,0
03-09-2021,68.19,26.9,8.19,81.74,0.55,188.3,67.83,1000.18,0,26.75,0.02
04-09-2021,76.53,22.91,4.02,76.44,0.53,194.05,84.51,1000.27,-0.01,28.96,0.01
05-09-2021,36.8,19.74,6.11,86.03,0.45,231.14,100.79,1000.23,0.02,27.49,0.03
06-09-2021,54.78,19.27,8.12,92.27,0.77,180.89,130.53,1000.16,0.03,28.55,0.04
07-09-2021,58.03,22.25,3.45,97.33,1.12,139.02,151.82,999.69,0.02,29.36,0.05
08-09-2021,58.38,22.39,11.02,97.98,0.51,142.41,146.79,999.27,0.02,29.21,0.06
09-09-2021,34.13,32.22,8.41,98.4,0.81,168.13,196.61,999.35,0.03,28.71,0.06
10-09-2021,107.2,67.04,6.12,98.37,0.43,237.64,101.98,999.82,0.05,28.67,0.06
11-09-2021,176.61,69.09,31.62,75.13,0.74,283.48,147.29,1000.19,0.05,24.93,0.01
12-09-2021,128.03,60.54,10.49,98.11,0.48,244.89,88.46,1000.14,0.04,21.91,0.06
13-09-2021,22.97,26.91,7.69,98.51,2.1,143.27,76.55,995.72,-0.01,27.06,0.06
14-09-2021,22.65,27.03,4.49,98.52,1.81,141.06,39,998.73,0,25.3,0.06
15-09-2021,23.66,27.32,4.5,98.44,1.52,140.05,127.81,1000.48,0.01,26.64,0.06
16-09-2021,38.64,28.21,6.89,98.49,1.01,144.77,148.39,999.61,0.03,28.32,0.06
17-09-2021,41.54,29.44,7.22,98.13,0.78,147.35,138.61,999.52,0.03,26.99,0.06
18-09-2021,44.65,33.04,5.26,98.02,0.64,143.06,55.54,1000.5,0.04,26.6,0.06
19-09-2021,59.47,41.12,6.89,98.45,0.37,220.47,119.37,1000.42,0.04,26.15,0.06
20-09-2021,29.72,26.97,8.38,98.54,1.31,209.1,35.14,999.84,0.02,24.77,0.06
21-09-2021,26.29,24.23,7.88,97.56,1.61,145.88,98.55,999.13,0.02,24.7,0.05
22-09-2021,37.3,32.93,6.92,98.35,1.32,150.77,83.37,999.66,0.03,26.15,0.06
23-09-2021,41.52,43.29,6.89,98.49,0.7,169.21,104.55,1000.24,0.04,26.2,0.06
24-09-2021,62.5,66.58,6.31,77.43,0.42,205.82,172.09,1000.09,0.05,27.62,0.02
25-09-2021,84.18,54.85,6.54,77.43,0.7,219.74,95.03,999.68,0.05,24.99,0.02
26-09-2021,40.15,30.6,6.16,77.43,0.77,178,100.1,999.56,0.03,25.16,0.02
27-09-2021,32.12,31.25,7.13,98.39,0.82,173.48,159.21,999.89,0.02,28.59,0.06
28-09-2021,29.81,29.24,6.39,97.17,1.76,185.73,66.98,999.72,-0.04,25.47,0.05
29-09-2021,21.16,27.72,7.91,98.29,1.91,138.35,40.58,1000.45,0,25.27,0.06
30-09-2021,30.11,37.62,6.13,98.53,0.96,151.23,117.92,1000.29,0.03,27.86,0.06
01-10-2021,249.15,55.4,10.62,66.1,0.35,257.48,51.06,999.16,0.04,24.04,0
02-10-2021,270.33,189.72,13.94,56.28,0.23,186.46,59.55,995.74,0.04,21.16,0
03-10-2021,50.86,28.91,7.97,84.42,0.57,176.5,60.27,1000.01,0,26.51,0.03
04-10-2021,103.83,22.36,4.58,77.89,0.35,200.64,84.21,1000.15,0.02,29.32,0.02
05-10-2021,43.79,23.55,4.95,83.36,0.59,196.32,136.21,1000.24,0,27.75,0.03
06-10-2021,43.99,18.82,7.61,93.52,1,160.44,136.18,999.53,0.03,28.95,0.05
07-10-2021,58.49,21.65,4.62,98.07,1.26,148.38,133.34,999.69,0.03,29.41,0.06
08-10-2021,52.93,21.9,6.19,98.37,0.56,165.57,160.61,998.41,0.01,29.96,0.06
09-10-2021,66.84,49.7,8.17,94.76,0.89,228.2,182.99,998.06,0.04,29.51,0.05
10-10-2021,96.76,61.32,6.84,98.25,0.47,238.44,142.28,999.93,0.04,29.28,0.06
11-10-2021,166.26,89.91,22.03,78.44,0.49,259.92,165.62,1000.11,0.05,25.26,0.02
12-10-2021,131.5,120.16,15.01,87.99,0.54,245.92,104.83,999.98,0.04,22.06,0.04
13-10-2021,128.16,39.45,6.33,98.49,0.71,271.73,99.87,999.2,0.06,29.67,0.06
14-10-2021,65.03,43.69,4.85,95.14,0.66,264.43,140.05,999.34,0.05,29.29,0.05
15-10-2021,61.18,36.8,6.98,91.21,0.79,271.83,156.45,998.66,0.04,29.73,0.04
16-10-2021,39.06,28.59,6.85,98.39,0.88,187.8,139.96,998.51,0.03,28.71,0.06
17-10-2021,27.7,24.7,11.52,98.55,1.4,177.48,76.06,999.57,0.01,26.75,0.06
18-10-2021,21.52,23.28,10.18,98.55,1.99,137.86,48.23,999.88,0,25.35,0.06
19-10-2021,24.16,26.04,10.34,98.56,1.5,128.75,45.5,1000.52,0,25.09,0.06
20-10-2021,50.56,35.55,12.29,98.56,0.69,192.7,77.1,1000.35,0.03,26.83,0.06
21-10-2021,91.33,59.38,10.11,87.29,0.7,276.85,153.72,1000.06,0.05,27.5,0.04
22-10-2021,102.59,52.88,12.62,83.06,0.5,234.26,147,1000.25,0.04,28.08,0.03
23-10-2021,162.98,67.81,13.41,84.07,0.36,199.08,121.32,1000.05,0.05,27.55,0.03
24-10-2021,130.66,51.27,8.06,92.26,0.39,209.14,98.47,1000.26,0.04,26.99,0.04
