Date,PM10 (ug/m3),NOx (ppb),SO2 (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
11-07-2022,142.82,62.43,14.83,81.36,0.4,269.15,119.39,1010.42,0.05,25.26,0
12-07-2022,248.83,30.9,24.31,64.35,0.79,287.4,143.59,1009.2,0.06,20.91,0
13-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
14-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
15-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
16-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
17-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
18-07-2022,25.53,14.33,4.49,0.01,1.1,142.64,176.99,998.54,-0.02,29.5,0
19-07-2022,29.22,5.71,8.86,0.01,0.71,172.38,180.49,997.5,0,29.49,0
20-07-2022,40.47,12.45,9.84,0.01,0.68,159.77,201.95,997.66,-0.01,29.73,0
21-07-2022,39.48,12.1,10.03,0.06,0.93,150.07,280.81,998,0.01,29.2,0
22-07-2022,30.24,43.43,9.78,0.11,1.73,154.19,286.68,998.93,0,29.05,0
23-07-2022,25.16,43.43,10.23,0.02,1.48,147.05,169.33,999.06,-0.01,27.68,0
24-07-2022,21.39,43.43,9.51,0.01,1.35,151.12,92.57,999.71,0,26.43,0
25-07-2022,27.57,7.09,8.99,0.01,1.11,153.24,114.95,1000.51,0.01,27.16,0
26-07-2022,29.98,6.71,10.94,0.01,0.84,140.89,250.94,1000.53,0,28.48,0
27-07-2022,27.38,7.59,9.56,0.02,0.67,159.46,178.7,1000.47,0.01,28.7,0
28-07-2022,31.41,7.36,9.47,0.01,0.38,186.5,209.58,1000.47,0.03,29.66,0
29-07-2022,34.84,8.41,10.42,0.02,0.47,173.09,201.79,999.61,0.02,29.55,0
30-07-2022,35.24,8.5,13.06,0.04,0.45,154.58,271.11,999.01,0,30.59,0
31-07-2022,41.33,8.47,8.34,0.05,0.47,155.55,159.67,998.52,0.01,29.61,0
01-08-2022,194.59,264.52,16.58,82.07,0.49,258.07,154.58,999.87,0.05,20.9,0.03
02-08-2022,138.13,54.11,33.3,84.18,0.59,196.59,172.62,1000.33,0.04,20.49,0.03
03-08-2022,178.36,43.43,27.66,50.3,1.14,294.59,186.8,1000.19,0.05,26.58,0
04-08-2022,48.73,18.36,2.92,86.84,1.13,136.79,212.41,1000.53,-0.04,28.97,0.03
05-08-2022,65.04,29.31,9.51,85.03,1.22,172.36,205.89,999.37,0,30.52,0.03
06-08-2022,76.71,26.59,8.78,97.4,1.13,142.46,165.82,996.09,-0.02,30.97,0.05
07-08-2022,35.15,25.88,7.29,0.09,2.16,150.57,160.84,998.05,-0.01,29.55,0
08-08-2022,23.77,8.1,8.12,77.43,2.68,156.76,150.53,993.5,-0.03,28.33,0.02
09-08-2022,42.01,38.75,5.27,78.81,1.6,169.12,200.13,1003.55,0.04,30.39,0.03
10-08-2022,37.88,23.96,12.69,89.77,0.74,188.2,150.08,1006.58,0.02,29.69,0
11-08-2022,145.84,57.42,10.31,79.13,0.66,306.25,120.45,1010.3,0.05,25.88,0
12-08-2022,235.58,35.64,24.04,66.89,0.79,304.74,109.63,1009.65,0.07,20.97,0
13-08-2022,50.88,21.91,4.03,77.43,1.89,187.48,188.89,994.01,-0.03,29.02,0.02
14-08-2022,19.47,22.7,3.23,77.43,2.9,155.49,72.94,995.31,-0.05,26.76,0.02
15-08-2022,35.16,21.63,3.77,77.43,1.56,140.05,93.59,999.49,0.01,27.58,0.02
16-08-2022,53.45,21.85,5.14,77.43,0.5,178.34,209.11,999.58,0.03,30.26,0.02
17-08-2022,82.08,22.09,1.74,77.43,0.99,282.44,231.69,997.66,0.05,31.41,0.02
18-08-2022,103.33,22.32,6.12,77.43,1.3,309.22,146.29,995.84,0.07,30.98,0.02
19-08-2022,42,22.58,3.74,77.43,2.41,236.81,67.44,993.25,-0.02,27.29,0.02
20-08-2022,26.71,21.32,4.39,77.43,2.66,149.43,107.93,996.47,-0.03,26.93,0.02
21-08-2022,51.38,21.46,3.81,77.43,1.59,147.23,145.01,997.71,0.01,28.94,0.02
22-08-2022,56.13,20.34,5.95,77.43,0.67,176.24,145.04,997.38,0.03,29.47,0.02
23-08-2022,44.14,17.97,2.94,77.43,0.73,224.86,142.32,999.41,0.04,28.02,0.02
24-08-2022,33.32,12.61,4.08,77.43,1.17,201.27,97.14,1000.62,0.01,26.89,0.02
25-08-2022,36.46,25.32,6.76,77.43,0.89,145.34,183.06,1000.52,0,28.93,0.02
26-08-2022,49.66,21.07,4.28,77.43,0.4,158.51,164.97,999.44,0.02,29.86,0.02
27-08-2022,49.32,27.67,4.46,77.43,0.58,157.49,118.97,999.29,0.01,29.34,0.02
28-08-2022,34.63,43.43,4.83,77.43,1.1,142.9,173.68,1001.39,0,28.97,0.02
29-08-2022,38.07,40.87,5.94,77.43,0.8,147.74,188.58,1004.1,0,30.34,0.02
30-08-2022,29.51,39.02,7.87,77.43,0.37,155.09,180.58,1004.34,0.02,30.76,0.02
31-08-2022,21.93,38.66,6.86,77.43,0.44,152.75,198.81,1002.84,0,30.73,0.02
01-09-2022,198.99,157.98,13.73,83.63,0.41,212.45,185.37,999.84,0.04,21.21,0.03
02-09-2022,135.48,61.39,12.84,88.69,0.61,160.66,159.09,1000.4,0.02,21.45,0.04
03-09-2022,186.57,43.43,29.86,47.67,0.76,262.59,197.8,999.93,0.04,26.97,0
04-09-2022,34.08,17.52,3.73,95.59,1,138.63,224.58,1000.53,-0.03,29.29,0.05
05-09-2022,33.29,29.38,7.38,98.54,1.74,143.57,84.38,1000.49,0,26.91,0.06
06-09-2022,76.82,21.73,8.21,97.78,0.95,149.24,168.29,996.07,-0.02,30.27,0.05
07-09-2022,63.76,27.46,7.15,0.08,2.17,155.81,202.34,996.13,0,29.26,0
08-09-2022,21.47,8.42,9,77.43,3.33,152.99,132.4,992.46,-0.05,27.17,0.02
09-09-2022,53.57,35.49,4.51,74.59,1.24,175.5,150.19,1002.86,0.04,29.94,0
10-09-2022,25.3,20.16,11.27,97.07,0.66,167.65,117.16,1007.78,0.02,29.17,0
11-09-2022,171.02,103.07,10.59,81.24,0.46,251.07,97.64,1010.39,0.05,25.38,0
12-09-2022,233.62,39.92,16.46,79.23,0.68,286.45,128.24,1009.21,0.06,21.29,0
13-09-2022,34.12,32.16,6.2,123.34,1.18,140.58,96.14,1002,-0.01,25.89,0.39
14-09-2022,37.13,33.85,6.08,99.03,0.71,135.1,125.02,1003.35,0,26.16,0
15-09-2022,51,35.53,9.09,98.73,0.54,165.5,82.01,1002.22,0.02,28.03,0.01
16-09-2022,52.09,42.18,9.69,99.32,0.7,189.93,112.96,999.57,0.02,27.41,0.08
17-09-2022,58.85,36.25,9.11,99.45,0.56,170.49,76.97,999.73,0.03,27.15,0.11
18-09-2022,53.38,36.66,10,99.1,0.84,174.98,146.76,999.92,0.04,28.81,0
19-09-2022,40.98,36.77,9.55,99.45,1.91,166.02,124.34,999.89,0,28.05,0.03
20-09-2022,36.31,37.1,10.75,99.45,2.06,158.44,83.5,999.21,0.01,27.57,0.01
21-09-2022,45.36,35.63,9.42,99.45,1.44,150.91,145.97,1001,0,28.68,0.01
22-09-2022,46.91,34.45,9.01,99.17,1.2,150.67,151.91,1001.93,0,29.18,0
23-09-2022,52.84,26.76,4.24,96.51,1.02,145.64,146.08,1002.06,0,29.46,0
24-09-2022,55.38,42.94,3.45,88.4,0.99,147.14,152.8,1001.86,-0.01,29.7,0
25-09-2022,47.11,42.6,4.09,88.19,0.87,155.18,152.51,1002.8,0.03,29.57,0
26-09-2022,52.42,43.73,5.55,94.43,0.5,191.53,112.97,1003.49,0.03,29.18,0
27-09-2022,68.7,24.07,8.57,98.94,0.39,243.97,100.54,1002.17,0.04,29.43,0
28-09-2022,67.38,51.58,7.09,98.76,0.5,275.99,109.85,1001.22,0.04,28.65,0.08
29-09-2022,95.87,14.72,6.92,92.25,0.78,241.93,175.08,1000.78,0.05,29.98,0
30-09-2022,89.89,14.22,6.52,94.8,0.7,293.64,139.18,1000.8,0.05,29.99,0
01-10-2022,185.75,109.85,20.43,84.3,0.39,246.83,149.9,1000.11,0.04,21.87,0.03
02-10-2022,148.31,77.46,8.19,98.51,0.37,186.91,85.84,1000.14,0.04,20.34,0.06
03-10-2022,199.21,43.43,45.43,49.64,0.76,263.21,184.35,999.92,0.04,26.93,0
04-10-2022,33.77,17.08,2.99,97.24,1.08,143.58,211.45,999.9,-0.04,29.54,0.05
05-10-2022,40.46,36.04,4.46,98.49,1.17,146.54,147.51,999.57,0.02,27.95,0.06
06-10-2022,67.86,30.42,11.13,98.29,1.06,156.76,151.6,996.89,-0.01,28.76,0.06
07-10-2022,56.17,27.63,6.76,0.03,1.81,165.56,149.31,995.54,-0.01,27.99,0
08-10-2022,19.85,8.49,4.86,77.43,1.57,144.35,114.31,992.37,0,26.85,0.02
09-10-2022,42,32.82,4.49,77.76,2.19,157.92,132.69,1001.7,0.02,28.62,0.02
10-10-2022,25.75,19.82,11.59,96.9,0.55,144.02,141.45,1008.1,0,29.3,0
11-10-2022,143.92,80.78,10.87,78.21,0.47,280.94,108.92,1010.35,0.06,26.07,0
12-10-2022,223.97,47.03,15.2,77.76,0.58,279.69,115.81,1009.27,0.06,22.53,0
13-10-2022,44.79,20.15,6.76,93.47,0.74,198.21,154.34,1006.34,0.02,28.14,0.2
14-10-2022,69.85,20.73,6.67,99.44,0.54,244.93,112.29,1006.19,0.04,27.77,0.04
15-10-2022,87.5,27.26,7.83,86.74,0.67,255.38,143.53,1005.87,0.04,29.09,0
16-10-2022,84.29,33.92,10.71,74.24,0.86,309.49,147.33,1007.57,0.06,29.18,0
17-10-2022,102.65,45.02,13.29,76.93,0.91,314.72,147.26,1007.72,0.06,28.41,0
18-10-2022,108.78,54.62,12.48,87.11,0.8,313.62,141.81,1006.93,0.06,28.74,0
19-10-2022,109.34,64.22,11.12,90.13,0.56,300.89,92.77,1007.2,0.06,27.69,0.02
20-10-2022,128.47,64.5,14.64,77.63,0.95,318.06,143.75,1008.43,0.06,28.25,0
21-10-2022,130.27,63.47,14.5,77.35,1.2,329.97,142.41,1009.15,0.08,28.35,0
22-10-2022,117.23,76.61,21.92,81.13,1.21,332.6,143.88,1008.72,0.08,28.53,0.03
23-10-2022,104.4,66.7,13.27,95.75,1.09,258.76,97.8,1006.84,0.05,27.13,0
24-10-2022,50.9,52.82,6.7,99.43,1.64,260.69,62.21,1000.41,0.02,23.19,0.06
25-10-2022,56.23,53.41,6.73,93.25,0.89,222.22,156.07,1005.23,0.03,25.34,0
26-10-2022,83.73,67.48,7.33,87.24,0.59,169.44,124.1,1009.02,0.04,26.65,0
27-10-2022,113.27,78.29,13.59,76.78,0.53,286.79,139.91,1008.63,0.05,27.44,0
28-10-2022,140.75,88.29,9.58,72.81,0.58,261.82,110.38,1008.13,0.05,26.3,0
29-10-2022,142.79,98.76,19.03,69.66,0.63,295.99,138.56,1008.02,0.05,25.36,0
30-10-2022,117.78,89.41,12.42,76.74,0.61,282.07,137.09,1007.88,0.05,26.1,0
31-10-2022,112.91,62.82,18.6,77.65,0.63,301.84,129.44,1008.32,0.05,26.47,0
01-11-2022,173.6,77.82,18.6,85.68,1.01,238.54,147.25,1000.22,0.04,22.07,0.03
02-11-2022,176.26,90.43,13.16,83.97,1.08,297.75,179.62,1000.11,0.05,20.42,0.03
03-11-2022,189.75,43.43,26.31,54.97,1.1,293.2,181.4,1000.02,0.05,27.27,0
04-11-2022,39.57,18.01,3.72,98.02,1.05,142.62,205.01,999.39,-0.03,29.86,0.06
05-11-2022,52.89,34.78,4.13,98.55,1.17,135.09,126.59,999.54,-0.01,27.72,0.06
06-11-2022,62.57,70.77,9.15,98.54,1.1,132.21,93.61,997,-0.03,29.34,0.06
07-11-2022,45.33,27.77,8.27,0.01,2.55,155.29,251.99,995.62,-0.02,29.24,0
08-11-2022,23.71,10.22,5.68,77.43,0.78,159.06,115.97,996.14,0.03,26.76,0.02
09-11-2022,32.13,30.75,5.44,83.92,2.41,154.15,81.88,1000.32,0,26.87,0.07
10-11-2022,27.78,19.58,12.33,99.2,1.1,162.37,143.51,1006.46,-0.01,28.92,0
11-11-2022,161.5,79.65,14.53,75.09,0.66,293.28,108.69,1010.36,0.06,25.53,0
12-11-2022,253.56,37.55,27.16,71.96,0.6,274.94,142.64,1009.58,0.05,22.8,0
13-11-2022,174.75,69.4,18.36,54.35,0.81,298.32,141.61,1010.2,0.07,24.7,0
14-11-2022,197.38,80.27,17.96,55.58,0.87,301.32,139.04,1010.37,0.07,23.62,0
15-11-2022,206.87,86.96,18.89,62.45,0.78,304.78,136.19,1009.53,0.06,23.45,0
16-11-2022,224.74,92.88,19.22,60.36,0.62,296.58,124.48,1008.39,0.06,23.63,0
17-11-2022,250.01,98.1,19.58,69.58,0.58,259.86,128.26,1008.43,0.06,23.87,0
18-11-2022,219.51,75.85,21.9,59.92,1.14,313.91,127.06,1009.63,0.08,24.15,0
19-11-2022,157.84,57.92,22.24,51.93,1.3,326.22,116.8,1009.37,0.1,23.58,0
20-11-2022,194.77,70.4,20.98,62.3,0.86,320.9,86.71,1008.05,0.07,23.77,0
21-11-2022,170.45,67.69,17.12,57.72,0.82,309.93,107.37,1004.76,0.07,24.59,0
22-11-2022,196.06,70.92,18.9,56.69,0.87,301.4,116.13,1008.23,0.07,23.86,0
23-11-2022,251.22,103.89,22.43,66.67,0.76,281.45,123.97,1008.72,0.07,22.65,0
24-11-2022,240.59,106.18,28.86,53.47,0.91,299.74,146.39,1008.89,0.07,22.66,0
25-11-2022,253.19,96.65,31.26,58.86,0.98,311.94,137.51,1009.26,0.08,22.96,0
26-11-2022,242.61,94.51,29.99,66.48,0.7,288.67,117.87,1007.79,0.06,22.58,0
27-11-2022,236.19,90.81,17.88,73.95,0.45,270.39,116.02,1006.18,0.05,22.36,0
28-11-2022,203.72,88.18,14.42,70.24,0.51,277.68,115.9,1007.28,0.06,23.44,0
29-11-2022,174.31,73.9,18.17,62.98,0.73,307.23,105.78,1008.63,0.07,24.49,0
30-11-2022,192.01,74.32,25.58,58.74,0.76,307.3,136.48,1009.44,0.07,25.52,0
01-12-2022,102.87,57.21,13.77,98.55,0.61,285.41,90.46,1000.22,0.04,19.2,0.06
02-12-2022,137.55,96.28,18.29,60.35,1.04,281.12,223.45,1000.33,0.05,19.99,0
03-12-2022,195.51,43.43,21.99,48.79,0.97,284.73,183.79,999.94,0.04,27.47,0
04-12-2022,41.21,16.88,3.07,97.46,1.26,135.01,180.27,999.49,-0.03,29.5,0.05
05-12-2022,63.17,25.57,6.43,98.21,1.34,126.8,205.25,998.94,-0.03,29.23,0.06
06-12-2022,58.56,35.56,8.43,98.44,1.44,125.73,156.56,998.05,-0.05,30.61,0.06
07-12-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
08-12-2022,51.02,21.76,3.8,77.43,0.51,161.47,150.02,996.67,0.03,28.51,0.02
09-12-2022,27.72,33.56,6.18,162.87,1.8,153.53,44.19,1000.1,-0.01,25.46,0.7
10-12-2022,25.93,21.29,9.44,97.15,0.59,193.47,147.32,1006.4,0.01,27.59,0.4
11-12-2022,212.05,89.12,21.02,75.22,0.83,293.12,120.59,1010.24,0.07,25.29,0
12-12-2022,248.06,49.35,12.22,78.81,0.4,223.2,154.13,1009.07,0.05,22.08,0
13-12-2022,293.49,77.92,14.67,71.84,0.45,248.45,139.75,1009.04,0.04,23.18,0
14-12-2022,273.71,60.31,18.57,70.37,0.66,272.98,130.89,1009.71,0.05,22.41,0
15-12-2022,238.23,47.66,19.34,54.55,0.75,293.81,153.42,1009.02,0.05,21.82,0
16-12-2022,225.09,53.03,9.16,42.56,0.92,287.59,110.71,1008.27,0.06,20.99,0
17-12-2022,275.32,25.34,22.31,61.62,0.7,273.09,123.9,1009.98,0.05,19.31,0
18-12-2022,293.26,43.33,15.55,85.62,0.7,290.48,89.47,1009.56,0.05,20.1,0
19-12-2022,277.63,43.63,14.47,85.22,0.79,288.51,94.01,1008.46,0.04,21.15,0
20-12-2022,282.08,64.28,13.09,81.09,0.59,269.27,132.18,1008.36,0.04,20.85,0
21-12-2022,264.83,49.3,5.21,79.06,0.47,264.87,162.88,1008.99,0.05,20.59,0
22-12-2022,247.79,16.41,7.02,81.14,0.61,275.89,186.38,1008.9,0.05,20.06,0
23-12-2022,245.11,75.16,5.8,71.6,0.53,243.06,224.37,1009.23,0.05,20.38,0
24-12-2022,251.1,73.42,4.75,70.1,0.48,243.52,166.2,1009.48,0.04,21.42,0
25-12-2022,131.89,16.35,6.61,83.8,0.43,151.13,146.82,1010.07,0.01,22.51,0
26-12-2022,88.27,15.15,6.89,90.02,0.48,207.23,150.03,1011.58,0.01,23.29,0
27-12-2022,111.91,16.17,6.38,90.5,0.88,274.2,113.3,1010.71,0.02,23.65,0
28-12-2022,182.8,14.87,5.68,78.41,0.81,279.83,77.85,1011.99,0.05,22.25,0
29-12-2022,157.5,17.62,4.95,48.84,0.69,245.95,131.27,1014.18,0.03,19.85,0
30-12-2022,227.78,20.23,6.72,61.29,0.52,236.16,92.18,1014.5,0.04,19.56,0
31-12-2022,215.61,14.93,6.1,77.83,0.9,174.67,94.36,1013.53,0.03,20.8,0
01-01-2023,197.07,14.65,5.83,92.54,1.24,174.01,92.91,1014.42,0.01,20.77,0
02-01-2023,135.48,43.21,4.84,61.65,1.2,295.48,130.92,1009.23,0.06,23.02,0
03-01-2023,100.41,27.82,14.41,75.49,0.95,196.15,156.8,1013.04,0.03,27.31,0
13-01-2023,200.01,34.25,7.13,90.8,0.6,160.49,109.04,1009.59,0.03,21.32,0
14-01-2023,107.76,24.74,8.82,94.09,0.44,265.85,148.7,1008.89,0.03,22.56,0
15-01-2023,149.68,28.34,7.49,82.71,0.83,181.83,161.28,1008.98,0.02,21.9,0
16-01-2023,155.22,25.12,4.76,72.63,0.79,254.91,124.24,1011.19,0.03,19.66,0
17-01-2023,165.48,26.7,4.2,72.29,0.88,191.24,112.77,1011.79,0,19.03,0
18-01-2023,180.94,24.86,2.56,67.48,0.93,204.29,88.53,1013.72,0,19.46,0
19-01-2023,203.24,31.06,4.25,66.02,0.71,266.09,105.74,1014.05,0.04,19.12,0
20-01-2023,236.66,48.41,5.68,68.15,0.56,245.2,115.44,1013.25,0.04,18.98,0
21-01-2023,270.57,67.96,5.15,73.53,0.43,209.63,107.31,1011.66,0.04,20.11,0
22-01-2023,239.5,32.77,10.61,78.84,0.56,197.36,103.97,1010.98,0.04,21.53,0
23-01-2023,171.37,40.18,5.6,85.4,0.37,251.3,116.37,1009.98,0.04,22.65,0
24-01-2023,177.75,35.45,3.55,91.22,0.82,187.72,114.03,1010.31,0.03,23.11,0
25-01-2023,217.91,40.73,3.45,84.67,0.33,226.21,138.54,1009.86,0.04,23.55,0
26-01-2023,144.69,31.66,3.91,68.59,0.64,260.8,155.52,1009.36,0.04,24.57,0
27-01-2023,149.72,37.95,2.89,77.97,0.73,261.45,137.57,1009.82,0.05,24.08,0
28-01-2023,140.15,48.63,4.1,70.84,0.88,263.87,134.64,1009.58,0.05,23.23,0
29-01-2023,130.41,30.45,3.79,54.33,0.96,279.06,148.69,1010.18,0.04,21.73,0
30-01-2023,151.67,37.16,3.21,75.46,0.66,252.71,175.6,1010.94,0.04,22.06,0
31-01-2023,190.75,66.38,6.32,76.22,0.64,276.42,130.89,1009.19,0.04,22.74,0
01-02-2023,166.12,16.72,6.55,79.01,0.57,241.49,151.92,1015.19,0.04,20.51,0
02-02-2023,118.51,24.41,2.05,58.18,1.55,221.87,176.72,1010.68,0.07,21.11,0
03-02-2023,99.88,61.03,11.91,66.51,0.67,282.41,169.79,1012.53,0.04,27.87,0
13-02-2023,111.41,28.72,12.47,28.49,1.16,288.29,173.3,1010.06,0.05,23.63,0
14-02-2023,145.43,40.18,13.14,37,0.75,277.89,140.47,1010.05,0.04,21.8,0
15-02-2023,183.11,62.34,13.75,45.71,0.66,249.14,126.8,1008.4,0.04,22.04,0
16-02-2023,193.5,43.76,16.86,55.55,0.61,186.35,114.55,1009.52,0.03,22.63,0
17-02-2023,122.9,22.85,10.88,88.41,0.82,171.77,89.05,1010.61,0.03,23.44,0
18-02-2023,106.6,22.59,7.2,99.14,0.63,176.08,79.32,1010.61,0.03,23.58,0
19-02-2023,93.82,43.43,12.68,89.13,0.83,227.28,139.36,1009.76,0.03,24.45,0
20-02-2023,74.45,31.49,8.04,87.47,0.76,159.6,154.06,1008.35,0,25.5,0
21-02-2023,86.63,40.71,7.62,86.3,0.9,210.41,139.36,1008.31,0.01,26.32,0
22-02-2023,76.63,28,16.42,88.53,0.97,158.19,181.23,1007.21,-0.01,26.42,0
23-02-2023,79.37,25.82,5.52,72,0.92,199.84,191.3,1007.85,0.02,26.95,0
24-02-2023,91.67,22.35,16.25,86.15,0.82,239.8,151.56,1009.24,0.03,27.16,0
25-02-2023,105.52,37.1,12.57,71.83,0.84,249.13,141.29,1011.73,0.04,27.49,0
26-02-2023,126.79,31.18,15.23,74.37,0.77,180.31,146.66,1012.98,0.02,27.05,0
27-02-2023,99.54,29.32,15.56,82,0.68,238.62,149.98,1012.58,0.04,26.38,0
28-02-2023,109.12,38.88,8.32,68.71,0.71,233.89,145.54,1012.91,0.04,27.04,0
01-03-2023,196.48,29.41,5.27,95.68,1.03,264.89,132.03,1015.49,0.05,18.01,0
02-03-2023,136.4,33.24,4.96,75.37,1.07,272.15,156.23,1010.16,0.05,20.37,0
03-03-2023,120.99,85.25,8.17,50.18,0.89,284.32,173.76,1012.76,0.04,28.42,0
13-03-2023,111.25,49.77,13.12,48.97,0.61,194.1,154.11,1007.78,0.03,28.75,0
14-03-2023,85.7,22.36,23.07,66.15,0.54,191.96,150.66,1005.83,-0.01,28.15,0
15-03-2023,107.6,20.34,16.89,71.95,0.52,215.21,145.87,1005.32,0.02,27.95,0
16-03-2023,57.75,15.88,9.56,85.79,0.85,197.91,211.43,1007.14,-0.02,27.68,0
17-03-2023,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
18-03-2023,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
19-03-2023,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
20-03-2023,30.73,21.13,9.12,85.35,0.91,155.35,206.76,1004.14,-0.02,24.92,0
21-03-2023,60.77,38.87,7.05,92.36,0.68,246.82,169.96,1005.29,0.03,24.8,0.07
22-03-2023,81.95,35.35,14.86,78.1,0.66,224.39,215.16,1004.81,0.03,25.84,0
23-03-2023,65.97,23.93,7.71,85.77,0.92,198.24,198.91,1004.66,0.01,26.67,0
24-03-2023,80.16,18.45,9.81,76.5,0.57,171.86,190.5,1005.8,0.01,27.91,0
25-03-2023,63,15.59,6.91,83.99,0.55,208.85,209.8,1006.42,0,28.66,0
26-03-2023,55.29,14.44,6.29,85.32,0.76,206.26,206.79,1004.8,-0.01,28.83,0
27-03-2023,85.68,24.63,12.75,81.54,0.96,247.94,172.31,1004.47,0.02,28.31,0
28-03-2023,91.12,20.86,9.44,73.49,0.9,246.35,233.7,1005.11,0.02,29.3,0
29-03-2023,55.76,12.38,3.08,86.51,0.62,191.18,186.45,1006.14,-0.01,29.03,0
30-03-2023,59.87,12.41,7.46,88.52,0.95,187.02,194.32,1004.8,-0.03,28.36,0.07
31-03-2023,69.09,20.4,10.02,94.62,1.05,179.29,134.94,1005.32,0.01,26.05,0
01-04-2023,173.74,46.89,4.77,93.51,1.06,268.41,112.24,1015.53,0.06,17.08,0
02-04-2023,159.7,61.95,9.77,68.49,0.88,277.75,150.62,1008.54,0.04,20.75,0
03-04-2023,145.3,70.83,16.33,40.02,1.09,291.02,161.06,1012.19,0.04,28.71,0
01-05-2023,194.72,49.63,4.88,86.99,1.3,309.09,105.81,1016.13,0.06,17.06,0
02-05-2023,150.39,36.87,17.12,64.51,0.77,258.23,145.47,1008.33,0.04,21.85,0
03-05-2023,143.28,54.07,15.57,40.74,1.08,303.95,161.52,1011.41,0.04,28.58,0
01-06-2023,202.09,68.21,4.06,79.67,1.33,327.93,117.09,1015.65,0.05,16.92,0
02-06-2023,152.63,65.59,13.04,63.84,0.55,242.92,143.64,1008.17,0.04,22.89,0
03-06-2023,121.98,45.19,17.25,38.86,0.88,278.87,157.11,1010.56,0.04,28.57,0
01-07-2023,242.35,45.99,3.8,84.75,1.31,308.4,115.93,1013.67,0.05,16.58,0
02-07-2023,98.72,21.75,17.7,71.09,0.76,233.44,140.22,1007.19,0.03,23.74,0
03-07-2023,105.17,38.34,17.97,36.47,0.66,267.01,156.83,1010.92,0.05,28.72,0
01-08-2023,239.57,49.15,4.47,79.31,1.01,320.73,110.59,1012.93,0.05,17.73,0
02-08-2023,90.28,32.28,23.35,77.69,0.68,234.6,144.67,1007.45,0.02,24.48,0
03-08-2023,115.68,34.11,17.88,37.96,0.93,260.01,140.09,1011.68,0.04,28.37,0.02
01-09-2023,219.88,51.1,5.45,76.85,0.84,302.76,102.74,1014.01,0.05,18.86,0
02-09-2023,120.38,30.54,16.08,71.88,0.92,283.33,156.63,1008.69,0.05,24.01,0
03-09-2023,100.76,35.5,16.63,42.3,0.7,259.23,155.96,1010.73,0.05,27.54,0
01-10-2023,201.72,87.66,5.27,55.8,0.76,277.58,124.27,1012.55,0.05,19.28,0
02-10-2023,142.29,81.22,13.2,63.57,0.55,250.28,194.31,1009.28,0.04,23.14,0
03-10-2023,122.6,42.72,15.48,54.8,0.88,227.55,110.84,1010.28,0.04,26.98,0
01-11-2023,246.79,130.29,3.78,56.4,0.98,310.32,120.78,1010.86,0.05,19.4,0
02-11-2023,109.85,34.61,18.48,77.97,0.64,232.15,176.76,1008.02,0.02,25.09,0
03-11-2023,112.26,39.06,8.63,46.37,0.75,249.94,135.1,1010.38,0.05,27.14,0
01-12-2023,207.59,67.24,5.08,65.29,0.63,285.78,121.77,1009.51,0.04,18.95,0
02-12-2023,109.94,27.19,17.25,62.81,1.09,266.57,177.66,1008.37,0.04,25.46,0
03-12-2023,115.59,50.75,11.84,45.27,0.6,258.51,153.37,1009.49,0.05,28.26,0
